,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
3,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
4,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0
5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
6,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
7,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
8,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
9,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
10,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
11,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1
12,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
13,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
14,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
15,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
16,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
17,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
18,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
19,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
20,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
21,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
22,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
23,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
25,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
26,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
27,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
28,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
29,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
30,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
31,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
32,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
33,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
34,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
35,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
36,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
37,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0
38,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
39,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
40,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
41,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
42,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0
43,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
44,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
45,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
46,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
47,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0
48,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
49,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
50,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
51,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0
52,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
53,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
54,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
55,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
56,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
57,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
58,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
59,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
60,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1
61,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
62,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
63,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
64,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0
65,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
66,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
67,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
68,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
70,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
71,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
72,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1
73,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1
74,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0
