,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
3,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
4,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
6,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
7,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
8,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0
9,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
10,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
11,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
12,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
13,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
14,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
15,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
16,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
17,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
18,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
19,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
20,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
21,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
22,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
23,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
24,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
25,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1
26,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0
27,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0
28,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
29,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
30,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
31,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
32,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
33,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
34,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
35,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
36,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
37,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
38,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
39,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
40,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
41,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
42,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
43,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
44,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
45,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
46,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
47,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
48,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
49,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
50,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
51,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
52,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
53,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
54,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
55,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
56,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
57,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
58,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
59,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
60,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
61,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
62,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
63,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
64,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
65,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
66,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
67,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
68,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
69,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
