,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0
1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
4,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0
5,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0
9,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
10,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
11,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
12,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
14,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
15,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
16,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0
17,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
18,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
19,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
20,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
21,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
22,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0
23,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
24,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
25,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0
26,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
27,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
28,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
29,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1
30,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
31,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
32,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
33,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
34,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1
35,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
36,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
37,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1
38,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1
39,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
40,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
41,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
42,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
43,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
44,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
45,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
46,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
47,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1
48,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
49,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
50,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
51,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1
52,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
53,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0
54,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0
55,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
56,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
57,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
58,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
59,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1
