,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0
2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
3,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0
4,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
5,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1
7,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
8,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
9,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
10,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0
11,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
12,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
13,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
14,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1
15,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
16,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
17,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
18,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
19,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
20,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
21,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0
22,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
23,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
24,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
25,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
26,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1
27,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
28,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
29,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
30,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
31,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
32,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
33,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
34,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
35,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
36,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
37,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
38,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
39,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
40,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
41,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
42,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
43,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
44,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
45,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
46,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0
47,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
48,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0
49,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
50,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1
51,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
52,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
53,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
54,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
55,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
56,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0
57,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
58,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
59,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
60,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
61,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
62,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0
63,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
64,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
