,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
2,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
3,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0
7,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
8,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
9,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
10,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
11,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
12,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
13,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
14,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
15,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
16,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
17,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
18,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
19,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
20,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1
21,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
22,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
23,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
24,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0
25,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
26,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
27,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0
28,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
29,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
