,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0
2,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0
3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
5,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
6,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0
7,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
8,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
9,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
10,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
11,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
12,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
13,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
14,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
15,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
16,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
17,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0
18,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0
19,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
20,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0
21,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1
22,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
23,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
24,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
25,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
26,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
27,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
28,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
29,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0
30,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
31,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
32,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
33,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
34,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
35,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
36,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
37,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
38,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
39,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0
40,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
41,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
42,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
43,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1
44,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
