,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
2,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0
3,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
5,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
6,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
7,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0
8,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
9,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
10,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
11,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
12,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
13,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
14,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
15,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1
16,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
17,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
18,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
19,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0
20,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
21,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
22,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
23,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
24,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
25,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
26,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
27,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
28,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
29,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
30,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
31,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
32,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
33,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
34,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
35,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
36,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
37,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
38,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
39,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
40,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
41,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
42,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
43,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0
44,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
45,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
46,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
47,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
48,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
49,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
50,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0
51,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
