,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0
3,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
4,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
5,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
6,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0
8,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
10,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
11,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
12,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
13,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
14,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
15,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
16,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
17,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
18,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
19,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
21,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0
22,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
23,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
24,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
25,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
26,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
27,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
28,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
29,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
30,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
31,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1
32,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
33,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
34,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
