,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0
1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
3,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
4,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
5,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0
6,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
7,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
8,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
9,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
10,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
11,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
12,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
14,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
15,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1
16,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
17,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
18,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
19,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
20,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
21,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
22,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
23,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0
24,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
25,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
26,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
27,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
28,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0
29,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
30,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
31,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
32,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1
33,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0
34,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
35,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
36,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0
