,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0
2,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0
3,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
4,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
5,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
6,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
8,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
9,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
10,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
11,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
12,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
13,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
14,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
15,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0
16,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
17,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
18,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
19,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
20,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
21,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
22,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
23,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
24,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
25,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
26,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
27,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1
28,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1
29,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
30,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1
31,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
32,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
33,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
34,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
35,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
36,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
37,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
38,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
39,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
40,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
41,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
42,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
43,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
44,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
45,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
46,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
47,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
48,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
49,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
50,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
51,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
52,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
