,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
6,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
7,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0
8,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
10,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
11,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
12,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
13,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
14,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
15,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
16,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
17,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
18,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
19,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
20,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
21,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
22,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
25,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
26,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
27,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
28,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1
29,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
30,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
31,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
32,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
33,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
34,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0
35,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
36,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
37,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
38,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
39,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
40,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
41,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
42,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
43,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
44,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
45,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
46,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1
47,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
48,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
49,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
