,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0
1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
4,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
5,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
6,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1
7,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
9,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
10,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
11,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
12,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0
13,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
14,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
15,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
16,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
17,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
18,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
19,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
20,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
21,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1
22,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
23,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
24,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
25,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
26,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
27,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
28,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
29,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
30,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
31,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1
32,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
33,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
34,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
